name,type,logic,action,Eliminated Count
"if seed contains (in any order)  0,8 -> eliminate combos with even sums",Manual,"if seed contains (in any order)  0,8",eliminate combos with even sums,0
"if seed contains (in any order)  4,6,9 -> eliminate odd combos",Manual,"if seed contains (in any order)  4,6,9",eliminate odd combos,0
"if Seed contains (in any order) 3,4,9 -> eliminate odd combos",Manual,"if Seed contains (in any order) 3,4,9",eliminate odd combos,0
"if seed contains (in any order)  0,3,7 -> eliminate odd combos",Manual,"if seed contains (in any order)  0,3,7",eliminate odd combos,0
"if seed contains (in any order)  3,4,8 -> eliminate odd combos",Manual,"if seed contains (in any order)  3,4,8",eliminate odd combos,0
"if seed contains (in any order)  4,6,7 -> eliminate odd combos",Manual,"if seed contains (in any order)  4,6,7",eliminate odd combos,0
"if seed contains (in any order)  1,3,6 -> eliminate odd combos",Manual,"if seed contains (in any order)  1,3,6",eliminate odd combos,0
"if seed contains (in any order)  2,8,9 -> eliminate odd combos",Manual,"if seed contains (in any order)  2,8,9",eliminate odd combos,0
"if seed contains (in any order)  1, 2, 3, 5 -> eliminate all even sum combinations",Manual,"if seed contains (in any order)  1, 2, 3, 5",eliminate all even sum combinations,0
"if seed contains (in any order)  2, 3, 5, 8 -> eliminate all even sum combinations",Manual,"if seed contains (in any order)  2, 3, 5, 8",eliminate all even sum combinations,0
"if seed contains (in any order)  0, 2, 4, 7 -> eliminate all even sum combinations",Manual,"if seed contains (in any order)  0, 2, 4, 7",eliminate all even sum combinations,0
"if seed contains (in any order)  0, 2, 3, 7 -> eliminate all even sum combinations",Manual,"if seed contains (in any order)  0, 2, 3, 7",eliminate all even sum combinations,0
"if seed contains (in any order)  1, 2, 5, 8 -> eliminate all even sum combinations",Manual,"if seed contains (in any order)  1, 2, 5, 8",eliminate all even sum combinations,0
"if seed contains (in any order)  2, 3, 6, 8 -> eliminate all even sum combinations",Manual,"if seed contains (in any order)  2, 3, 6, 8",eliminate all even sum combinations,0
"if seed contains (in any order)  1, 4, 6, 8 -> eliminate all even sum combinations",Manual,"if seed contains (in any order)  1, 4, 6, 8",eliminate all even sum combinations,0
"if seed contains (in any order)  1, 3, 5, 8 -> eliminate all even sum combinations",Manual,"if seed contains (in any order)  1, 3, 5, 8",eliminate all even sum combinations,0
"if seed contains (in any order)  0, 2, 4, 6 -> eliminate all even sum combinations",Manual,"if seed contains (in any order)  0, 2, 4, 6",eliminate all even sum combinations,0
"if Seed contains (in any order) 3,6,9 -> eliminate odd combos",Manual,"if Seed contains (in any order) 3,6,9",eliminate odd combos,0
"if seed contains (in any order)  1, 3, 4, 7 -> eliminate all even sum combinations",Manual,"if seed contains (in any order)  1, 3, 4, 7",eliminate all even sum combinations,0
"if seed contains (in any order)  0, 3, 6, 8 -> eliminate all even sum combinations",Manual,"if seed contains (in any order)  0, 3, 6, 8",eliminate all even sum combinations,0
"if Seed contains (in any order) 1,2,6 -> eliminate odd combos",Manual,"if Seed contains (in any order) 1,2,6",eliminate odd combos,0
"if Seed contains (in any order) 4,5,7 -> eliminate odd combos",Manual,"if Seed contains (in any order) 4,5,7",eliminate odd combos,0
"if seed contains (in any order)  0, 1, 4, 6 -> eliminate all even sum combinations",Manual,"if seed contains (in any order)  0, 1, 4, 6",eliminate all even sum combinations,0
"if seed contains (in any order)  3, 5, 8, 9 -> eliminate all even sum combinations",Manual,"if seed contains (in any order)  3, 5, 8, 9",eliminate all even sum combinations,0
"if Seed contains (in any order) 03 and sum <13 or >35. -> if seed contains (in any order)  0 and 3 in any order and combo digit sum is <13 and >35, eliminate combo",Manual,if Seed contains (in any order) 03 and sum <13 or >35.,"if seed contains (in any order)  0 and 3 in any order and combo digit sum is <13 and >35, eliminate combo",1
"if Seed contains (in any order)  1, 2, 4, 7 -> eliminate all even sum combinations",Manual,"if Seed contains (in any order)  1, 2, 4, 7",eliminate all even sum combinations,1
"if Seed contains (in any order) 05 and sum <10 or >30. -> if seed contains (in any order)  0 and 5 in any order and combo digit sum is <10 or >30, eliminate combo",Manual,if Seed contains (in any order) 05 and sum <10 or >30.,"if seed contains (in any order)  0 and 5 in any order and combo digit sum is <10 or >30, eliminate combo",1
"if Seed contains (in any order)  4, 5, 6, 8 in any  order -> eliminate all even sum combinations",Manual,"if Seed contains (in any order)  4, 5, 6, 8 in any  order",eliminate all even sum combinations,1
if Seed contains (in any order) 07 and sum <8 or >28. -> eliminate combo if seed contains (in any order)  0 and 7 in any order and combo digit sum is <8 or >28,Manual,if Seed contains (in any order) 07 and sum <8 or >28.,eliminate combo if seed contains (in any order)  0 and 7 in any order and combo digit sum is <8 or >28,2
"if Seed contains (in any order) 2,7,8 -> eliminate all even sum combinations",Manual,"if Seed contains (in any order) 2,7,8",eliminate all even sum combinations,3
"if Seed contains (in any order) 1,2,5,6 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 1,2,5,6",eliminate combos with odd sums,3
"if Seed contains (in any order) 0,1,4 -> eliminate all even sum combinations",Manual,"if Seed contains (in any order) 0,1,4",eliminate all even sum combinations,3
"if Seed contains (in any order) 0,2,3,4 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 0,2,3,4",eliminate combos with odd sums,3
"if Seed contains (in any order) 1,3,5,7 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 1,3,5,7",eliminate combos with odd sums,3
"if Seed contains (in any order) 1,3,5,6 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 1,3,5,6",eliminate combos with odd sums,3
"if Seed contains (in any order) 0,7,8,9 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 0,7,8,9",eliminate combos with odd sums,3
"if Seed contains (in any order) 1,3,4,7 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 1,3,4,7",eliminate combos with odd sums,3
"if Seed contains (in any order) 02 and sum <7 or >26. -> if seed contains (in any order)  0 and 2 in any order and combo sum is <7 or >26, eliminate combo",Manual,if Seed contains (in any order) 02 and sum <7 or >26.,"if seed contains (in any order)  0 and 2 in any order and combo sum is <7 or >26, eliminate combo",3
"if Seed contains (in any order) 1,7,8 -> eliminate all even sum combinations",Manual,"if Seed contains (in any order) 1,7,8",eliminate all even sum combinations,3
"if Seed contains (in any order) 1,3,7,9 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 1,3,7,9",eliminate combos with odd sums,3
"if Seed contains (in any order) 1,4,5,6 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 1,4,5,6",eliminate combos with odd sums,3
"if Seed contains (in any order) 3,4,8,9 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 3,4,8,9",eliminate combos with odd sums,3
"if Seed contains (in any order) 0,2,6,7 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 0,2,6,7",eliminate combos with odd sums,3
"if Seed contains (in any order) 0,2,6,8 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 0,2,6,8",eliminate combos with odd sums,3
"if Seed contains (in any order) 1,4,5,7 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 1,4,5,7",eliminate combos with odd sums,3
"if Seed contains (in any order) 1,4,6,9 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 1,4,6,9",eliminate combos with odd sums,3
"if Seed contains (in any order) 1,5,7,9 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 1,5,7,9",eliminate combos with odd sums,3
"if Seed contains (in any order) 2,4,5,8 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 2,4,5,8",eliminate combos with odd sums,3
"if Seed contains (in any order) 0,1,3,8 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 0,1,3,8",eliminate combos with odd sums,3
"if Seed contains (in any order) 2,4,6,7 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 2,4,6,7",eliminate combos with odd sums,3
"if Seed contains (in any order) 3,4,5,6 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 3,4,5,6",eliminate combos with odd sums,3
"if Seed contains (in any order) 3,4,5,7 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 3,4,5,7",eliminate combos with odd sums,3
"if Seed contains (in any order) 3,7,8,9 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 3,7,8,9",eliminate combos with odd sums,3
"if Seed contains (in any order) 0,3,4,5 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 0,3,4,5",eliminate combos with odd sums,3
"if Seed contains (in any order) 5,6,8,9 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 5,6,8,9",eliminate combos with odd sums,3
"if Seed contains (in any order) 2,3,6,7 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 2,3,6,7",eliminate combos with odd sums,3
"if Seed contains (in any order) 2,5,7,8 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 2,5,7,8",eliminate combos with odd sums,3
"if Seed contains (in any order) 6,7,8,9 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 6,7,8,9",eliminate combos with odd sums,3
"if Seed contains (in any order) 0,4,5,7 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 0,4,5,7",eliminate combos with odd sums,3
"if Seed contains (in any order) 0,2,5,8 -> eliminate combos with even sums",Manual,"if Seed contains (in any order) 0,2,5,8",eliminate combos with even sums,3
"if Seed contains (in any order) 0,2,4,5 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 0,2,4,5",eliminate combos with odd sums,3
"if Seed contains (in any order) 0,2,5,6 -> eliminate combos with even sums",Manual,"if Seed contains (in any order) 0,2,5,6",eliminate combos with even sums,3
"if Seed contains (in any order) 0,6,7,9 -> eliminate combos with even sums",Manual,"if Seed contains (in any order) 0,6,7,9",eliminate combos with even sums,3
"if Seed contains (in any order) 2,5,6,7 -> eliminate combos with even sums",Manual,"if Seed contains (in any order) 2,5,6,7",eliminate combos with even sums,3
"if Seed contains (in any order) 1,2,5,8 -> eliminate combos with even sums",Manual,"if Seed contains (in any order) 1,2,5,8",eliminate combos with even sums,3
"if Seed contains (in any order) 3,4,6,8 -> eliminate combos with even sums",Manual,"if Seed contains (in any order) 3,4,6,8",eliminate combos with even sums,3
"if Seed contains (in any order) 4,7,8,9 -> eliminate combos with even sums",Manual,"if Seed contains (in any order) 4,7,8,9",eliminate combos with even sums,3
"if Seed contains (in any order) 0,4,5,6 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 0,4,5,6",eliminate combos with odd sums,3
"if Seed contains (in any order) 0,2,3,5 -> eliminate combos with even sums",Manual,"if Seed contains (in any order) 0,2,3,5",eliminate combos with even sums,3
"if Seed contains (in any order) 0,1,3,7 -> eliminate combos with even sums",Manual,"if Seed contains (in any order) 0,1,3,7",eliminate combos with even sums,3
"if Seed contains (in any order) 0,4,7,8 -> eliminate combos with even sums",Manual,"if Seed contains (in any order) 0,4,7,8",eliminate combos with even sums,3
"if Seed contains (in any order) 2,3,6,8 -> eliminate combos with even sums",Manual,"if Seed contains (in any order) 2,3,6,8",eliminate combos with even sums,3
"if Seed contains (in any order) 2,3,5,9 -> eliminate combos with even sums",Manual,"if Seed contains (in any order) 2,3,5,9",eliminate combos with even sums,3
"if Seed contains (in any order) 0,4,7,9 -> eliminate combos with even sums",Manual,"if Seed contains (in any order) 0,4,7,9",eliminate combos with even sums,3
"if Seed contains (in any order) 0,3,5,9 -> eliminate combos with even sums",Manual,"if Seed contains (in any order) 0,3,5,9",eliminate combos with even sums,3
"if Seed contains (in any order) 0,1,6,9 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 0,1,6,9",eliminate combos with odd sums,3
"if Seed contains (in any order) 0,1,2 -> eliminate all even sum combinations",Manual,"if Seed contains (in any order) 0,1,2",eliminate all even sum combinations,4
"if Seed contains (in any order) 2,3,5 -> eliminate all even sum combinations",Manual,"if Seed contains (in any order) 2,3,5",eliminate all even sum combinations,4
"if Seed contains (in any order) 0,1,6,7 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 0,1,6,7",eliminate combos with odd sums,4
"if Seed contains (in any order) 0,4,8 -> eliminate all even sum combinations",Manual,"if Seed contains (in any order) 0,4,8",eliminate all even sum combinations,5
"if Seed contains (in any order) 0,8,9 -> eliminate all even sum combinations",Manual,"if Seed contains (in any order) 0,8,9",eliminate all even sum combinations,5
"if Seed contains (in any order) 4,5,8 -> eliminate all even sum combinations",Manual,"if Seed contains (in any order) 4,5,8",eliminate all even sum combinations,6
"if Seed contains (in any order) 1,2,5 -> eliminate all even sum combinations",Manual,"if Seed contains (in any order) 1,2,5",eliminate all even sum combinations,6
"if Seed contains (in any order) 1,2,5,9 -> eliminate combos with even sums",Manual,"if Seed contains (in any order) 1,2,5,9",eliminate combos with even sums,6
"if Seed contains (in any order) 1,2,8,9 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 1,2,8,9",eliminate combos with odd sums,6
"if Seed contains (in any order) 1,2,4,9 -> eliminate combos with even sums",Manual,"if Seed contains (in any order) 1,2,4,9",eliminate combos with even sums,6
"if Seed contains (in any order) 2,3,4,8 -> eliminate combos with even sums",Manual,"if Seed contains (in any order) 2,3,4,8",eliminate combos with even sums,6
"if Seed contains (in any order) 0,1,2,6 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 0,1,2,6",eliminate combos with odd sums,6
"if Seed contains (in any order) 2,4,5,6 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 2,4,5,6",eliminate combos with odd sums,7
"if Seed contains (in any order) 1,3,4,6 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 1,3,4,6",eliminate combos with odd sums,7
"if Seed contains (in any order) 1,2,6,8 -> eliminate combos with odd sums",Manual,"if Seed contains (in any order) 1,2,6,8",eliminate combos with odd sums,7
"if Seed contains (in any order) 1,2,9 -> eliminate all even sum combinations",Manual,"if Seed contains (in any order) 1,2,9",eliminate all even sum combinations,7
"if Seed contains (in any order) 2 -> combo must contain 4 or 5.,if any digit in the seed is 2 and combo does not contain either 4 nor 5, eliminate combo",Manual,if Seed contains (in any order) 2,"combo must contain 4 or 5.,if any digit in the seed is 2 and combo does not contain either 4 nor 5, eliminate combo",150
